Entity,Code,Year,13.2.1 - Number of countries with nationally determined contributions (Number) - EN_NAD_CONTR - First,13.2.1 - Number of countries with nationally determined contributions (Number) - EN_NAD_CONTR - Second
World,OWID_WRL,2023,194,17
