Entity,Code,Year,cattle_meat,oilseed_products,other_crops,rice,veg_fruits_nuts,wheat,sugar,plant_fibres,other_meat_products,other_cereals
Brazil,BRA,2013,466297528.3857009,7542319.308821722,5085772.606180485,10277208.349230262,11853222.15612244,3112053.787359228,6621832.43402129,1130639.5589238305,0,2329114.418581534
