Entity,Code,Year,Share of alcohol in total household consumption (World Bank Global Consumption Database),Share of games of chance in total household consumption (World Bank Global Consumption Database),Share of tobacco in total household consumption (World Bank Global Consumption Database)
Madagascar,MDG,2010,0.53574282,0.034224354,2.3122675
