Entity,Code,Year,% global total CO2
Australia,AUS,2018,2.5441994597382305
Canada,CAN,2018,2.297482104368466
China,CHN,2018,12.70905358065963
India,IND,2018,2.5945252808811654
Norway,NOR,2018,0.3625819363709222
United Kingdom,GBR,2018,3.996952720901293
United States,USA,2018,24.35798751362398
