Entity,Code,Year,Agriculture,Energy production,Fugitive emissions,Industrial processes,Manufacturing industry & construction,Military aircraft and naval shipping,Non-road transport,Other,Road transport,Small non-road mobile sources & machinery,Waste
PM2.5,,2016,4300.0,3600,1200.0,13900,17400,200.0,3700.0,100.0,13400,46600,3600
