Entity,Code,Year,num_bioweapons_hist_neither,num_bioweapons_hist_allepur,num_bioweapons_hist_pur,num_bioweapons_hist_alleposs,num_bioweapons_hist_poss,num_bioweapons_hist_use
World,OWID_WRL,2022,181,4,2,1,6,3
